"length","Count (length)","Relative Frequency (length)","shiptype","Count (shiptype)","Relative Frequency (shiptype)"
50.0,36,0.972972972972973,"Dredger",36,0.972972972972973
16.0,1,0.02702702702702703,"Other",1,0.02702702702702703
